SVI Theme: Socioeconomic Status; Overall Socioeconomic Status (Percentile); NaturalBreaks
Data downloaded on 25-October-2025
County_FIPS,County,State,Diagnosed Diabetes-2015-Percentage,Overall Socioeconomic Status-2014-Percentile
22019,Calcasieu Parish,Louisiana,10,0.5406
22021,Caldwell Parish,Louisiana,9.8,0.7867
22023,Cameron Parish,Louisiana,8.5,0.2467
22025,Catahoula Parish,Louisiana,8.3,0.7985
22027,Claiborne Parish,Louisiana,10.9,0.9729
22029,Concordia Parish,Louisiana,10.9,0.9812
22031,De Soto Parish,Louisiana,9.3,0.7705
22033,East Baton Rouge Parish,Louisiana,10.9,0.4136
22035,East Carroll Parish,Louisiana,9.4,0.9994
22037,East Feliciana Parish,Louisiana,10,0.6049
22039,Evangeline Parish,Louisiana,9.6,0.8809
22041,Franklin Parish,Louisiana,10.8,0.9201
22043,Grant Parish,Louisiana,10,0.8134
22045,Iberia Parish,Louisiana,11,0.7514
22047,Iberville Parish,Louisiana,9.4,0.724
22049,Jackson Parish,Louisiana,10.8,0.7845
22051,Jefferson Parish,Louisiana,11.1,0.4409
22053,Jefferson Davis Parish,Louisiana,9.5,0.7956
22055,Lafayette Parish,Louisiana,9.9,0.3419
22057,Lafourche Parish,Louisiana,10.3,0.5142
22059,Lasalle Parish,Louisiana,10.7,0.6113
22061,Lincoln Parish,Louisiana,9.5,0.8227
22063,Livingston Parish,Louisiana,10.1,0.4279
22065,Madison Parish,Louisiana,10.4,0.9936
22067,Morehouse Parish,Louisiana,10.2,0.9096
22069,Natchitoches Parish,Louisiana,9.8,0.8507
22071,Orleans Parish,Louisiana,11,0.6769
22073,Ouachita Parish,Louisiana,10.9,0.6702
22075,Plaquemines Parish,Louisiana,8,0.3645
22077,Pointe Coupee Parish,Louisiana,8.2,0.511
22079,Rapides Parish,Louisiana,11,0.6714
22081,Red River Parish,Louisiana,9.1,0.851
22083,Richland Parish,Louisiana,11.2,0.8472
22085,Sabine Parish,Louisiana,8.8,0.7482
22087,St. Bernard Parish,Louisiana,12.9,0.7507
22089,St. Charles Parish,Louisiana,8.1,0.3508
22091,St. Helena Parish,Louisiana,10.3,0.9074
22093,St. James Parish,Louisiana,9.7,0.616
22095,St. John The Baptist Parish,Louisiana,10,0.7033
22097,St. Landry Parish,Louisiana,11.1,0.7787
22099,St. Martin Parish,Louisiana,10.1,0.6648
22101,St. Mary Parish,Louisiana,10.2,0.8628
22103,St. Tammany Parish,Louisiana,7.6,0.228
22105,Tangipahoa Parish,Louisiana,9.6,0.8335
22107,Tensas Parish,Louisiana,10.6,0.9392
22109,Terrebonne Parish,Louisiana,11.1,0.6094
22111,Union Parish,Louisiana,8.8,0.766
22113,Vermilion Parish,Louisiana,8.5,0.6431
22115,Vernon Parish,Louisiana,12.7,0.4505
22117,Washington Parish,Louisiana,14.8,0.9663
22119,Webster Parish,Louisiana,9.5,0.8367
22121,West Baton Rouge Parish,Louisiana,9.6,0.4731
22123,West Carroll Parish,Louisiana,11.1,0.8933
22125,West Feliciana Parish,Louisiana,8.2,0.7994
22127,Winn Parish,Louisiana,9.9,0.8109
23001,Androscoggin County,Maine,10,0.4518
23003,Aroostook County,Maine,9.1,0.531
23005,Cumberland County,Maine,7.1,0.0675
23007,Franklin County,Maine,7.5,0.4088
23009,Hancock County,Maine,6.5,0.2219
23011,Kennebec County,Maine,8.5,0.3075
23013,Knox County,Maine,5.6,0.1038
23015,Lincoln County,Maine,6.5,0.0885
23017,Oxford County,Maine,7.7,0.5269
23019,Penobscot County,Maine,8.2,0.3967
23021,Piscataquis County,Maine,7.5,0.6071
23023,Sagadahoc County,Maine,7.2,0.1089
23025,Somerset County,Maine,8.4,0.5934
23027,Waldo County,Maine,7,0.3871
23029,Washington County,Maine,9.8,0.6638
23031,York County,Maine,7.5,0.113
24001,Allegany County,Maryland,11.1,0.6211
24003,Anne Arundel County,Maryland,8.2,0.0608
24510,Baltimore City,Maryland,11.8,0.7797
24005,Baltimore County,Maryland,9.3,0.128
24009,Calvert County,Maryland,8,0.0933
24011,Caroline County,Maryland,10,0.5221
24013,Carroll County,Maryland,8.2,0.0137
24015,Cecil County,Maryland,9.1,0.2881
24017,Charles County,Maryland,11,0.0818
24019,Dorchester County,Maryland,12.6,0.5836
24021,Frederick County,Maryland,8.5,0.0436
24023,Garrett County,Maryland,9.7,0.3445
24025,Harford County,Maryland,9,0.063
24027,Howard County,Maryland,7.3,0.0048
24029,Kent County,Maryland,6.9,0.2706
24031,Montgomery County,Maryland,6.8,0.0544
24033,Prince George&#39;s County,Maryland,11.6,0.3123
24035,Queen Anne&#39;s County,Maryland,7.6,0.0506
24039,Somerset County,Maryland,11.3,0.858
24037,St. Mary&#39;s County,Maryland,9.8,0.0404
24041,Talbot County,Maryland,7.2,0.1808
24043,Washington County,Maryland,10.4,0.3833
24045,Wicomico County,Maryland,11.1,0.4881
24047,Worcester County,Maryland,8.7,0.3095
25001,Barnstable County,Massachusetts,5.4,0.0911
25003,Berkshire County,Massachusetts,7.2,0.2655
25005,Bristol County,Massachusetts,9.7,0.4444
25007,Dukes County,Massachusetts,6.3,0.049
25009,Essex County,Massachusetts,8.1,0.2209
25011,Franklin County,Massachusetts,7.3,0.1671
25013,Hampden County,Massachusetts,9.6,0.5925
25015,Hampshire County,Massachusetts,6.7,0.1745
25017,Middlesex County,Massachusetts,7.3,0.0611
25019,Nantucket County,Massachusetts,7.2,0.0057
25021,Norfolk County,Massachusetts,7.4,0.0541
25023,Plymouth County,Massachusetts,8.5,0.1251
25025,Suffolk County,Massachusetts,8.5,0.5587
25027,Worcester County,Massachusetts,8.4,0.235
26001,Alcona County,Michigan,7.1,0.6046
26003,Alger County,Michigan,6.9,0.5756
26005,Allegan County,Michigan,8.3,0.3276
26007,Alpena County,Michigan,7.8,0.5912
26009,Antrim County,Michigan,7.2,0.4241
26011,Arenac County,Michigan,7.2,0.7778
26013,Baraga County,Michigan,7.7,0.688
26015,Barry County,Michigan,8.1,0.2961
26017,Bay County,Michigan,7.9,0.4846
26019,Benzie County,Michigan,7.6,0.32
26021,Berrien County,Michigan,8.1,0.5492
26023,Branch County,Michigan,7.6,0.6294
26025,Calhoun County,Michigan,9.3,0.5766
26027,Cass County,Michigan,8.1,0.5151
26029,Charlevoix County,Michigan,7.3,0.3066
26031,Cheboygan County,Michigan,8.4,0.6323
26033,Chippewa County,Michigan,9.4,0.6867
26035,Clare County,Michigan,9.1,0.9016
26037,Clinton County,Michigan,7,0.1404
26039,Crawford County,Michigan,6.7,0.6463
26041,Delta County,Michigan,8.2,0.5368
26043,Dickinson County,Michigan,8.2,0.2859
26045,Eaton County,Michigan,9.1,0.2213
26047,Emmet County,Michigan,6.3,0.1573
26049,Genesee County,Michigan,9.9,0.7014
26051,Gladwin County,Michigan,8.6,0.7841
26053,Gogebic County,Michigan,7.3,0.6183
26055,Grand Traverse County,Michigan,6.7,0.1668
26057,Gratiot County,Michigan,7,0.6861
26059,Hillsdale County,Michigan,9.2,0.7023
26061,Houghton County,Michigan,7.4,0.6132
26063,Huron County,Michigan,6.4,0.5371
26065,Ingham County,Michigan,8,0.5174
26067,Ionia County,Michigan,8.1,0.6208
26069,Iosco County,Michigan,7.6,0.6749
26071,Iron County,Michigan,7.1,0.404
26073,Isabella County,Michigan,8,0.7596
26075,Jackson County,Michigan,9,0.5829
26077,Kalamazoo County,Michigan,8.4,0.4406
26079,Kalkaska County,Michigan,8.3,0.7157
26081,Kent County,Michigan,9,0.377
26083,Keweenaw County,Michigan,6.5,0.2773
26085,Lake County,Michigan,7.7,0.9398
26087,Lapeer County,Michigan,7.7,0.4202
26089,Leelanau County,Michigan,7.7,0.1191
26091,Lenawee County,Michigan,8.7,0.4804
26093,Livingston County,Michigan,7.2,0.0583
26095,Luce County,Michigan,8.2,0.8284
26097,Mackinac County,Michigan,7.6,0.5989
26099,Macomb County,Michigan,8.9,0.3938
26101,Manistee County,Michigan,5.9,0.6078
26103,Marquette County,Michigan,7.9,0.3658
26105,Mason County,Michigan,7,0.5033
26107,Mecosta County,Michigan,7.1,0.7717
26109,Menominee County,Michigan,7.2,0.4772
26111,Midland County,Michigan,8,0.228
26113,Missaukee County,Michigan,7.2,0.659
26115,Monroe County,Michigan,8.5,0.3346
26117,Montcalm County,Michigan,8.6,0.7622
26119,Montmorency County,Michigan,8.1,0.7319
26121,Muskegon County,Michigan,8.8,0.7294
26123,Newaygo County,Michigan,6.8,0.7564
26125,Oakland County,Michigan,7.7,0.1554
26127,Oceana County,Michigan,7.4,0.7383
26129,Ogemaw County,Michigan,8.2,0.7991
26131,Ontonagon County,Michigan,6.9,0.6316
26133,Osceola County,Michigan,6.4,0.7819
26135,Oscoda County,Michigan,8.2,0.8462
26137,Otsego County,Michigan,7.1,0.382
26139,Ottawa County,Michigan,6.2,0.2139
26141,Presque Isle County,Michigan,7.9,0.5918
26143,Roscommon County,Michigan,8.4,0.7517
26145,Saginaw County,Michigan,8.5,0.6345
26151,Sanilac County,Michigan,8.3,0.6313
26153,Schoolcraft County,Michigan,8,0.7393
26155,Shiawassee County,Michigan,9.2,0.5011
26147,St. Clair County,Michigan,8.9,0.5103
26149,St. Joseph County,Michigan,7.3,0.6972
26157,Tuscola County,Michigan,8.2,0.6062
26159,Van Buren County,Michigan,8.5,0.6371
26161,Washtenaw County,Michigan,8.3,0.213
26163,Wayne County,Michigan,10.3,0.8103
26165,Wexford County,Michigan,8.4,0.6804
27001,Aitkin County,Minnesota,8.6,0.2827
27003,Anoka County,Minnesota,7.7,0.0761
27005,Becker County,Minnesota,7.8,0.1974
27007,Beltrami County,Minnesota,8.5,0.6272
27009,Benton County,Minnesota,6.8,0.3152
27011,Big Stone County,Minnesota,6.4,0.156
27013,Blue Earth County,Minnesota,6.2,0.2617
27015,Brown County,Minnesota,8,0.0802
27017,Carlton County,Minnesota,7.8,0.2429
27019,Carver County,Minnesota,5.5,0.0035
27021,Cass County,Minnesota,7.2,0.3741
27023,Chippewa County,Minnesota,6.9,0.1767
27025,Chisago County,Minnesota,7,0.0417
27027,Clay County,Minnesota,5.9,0.148
27029,Clearwater County,Minnesota,6.7,0.5782
27031,Cook County,Minnesota,6.6,0.0127
27033,Cottonwood County,Minnesota,8.5,0.3282
27035,Crow Wing County,Minnesota,8.1,0.1993
27037,Dakota County,Minnesota,6.8,0.0223
27039,Dodge County,Minnesota,8,0.0146
27041,Douglas County,Minnesota,5.6,0.0586
27043,Faribault County,Minnesota,5.4,0.2066
27045,Fillmore County,Minnesota,7.2,0.1646
27047,Freeborn County,Minnesota,6.4,0.2286
27049,Goodhue County,Minnesota,6.7,0.0891
27051,Grant County,Minnesota,6.5,0.1019
27053,Hennepin County,Minnesota,6.6,0.1235
27055,Houston County,Minnesota,6.9,0.1318
27057,Hubbard County,Minnesota,6.3,0.178
27059,Isanti County,Minnesota,7.3,0.164
27061,Itasca County,Minnesota,6.7,0.2754
27063,Jackson County,Minnesota,7.1,0.0952
27065,Kanabec County,Minnesota,6.6,0.5804
27067,Kandiyohi County,Minnesota,6.3,0.2464
27069,Kittson County,Minnesota,7.6,0.0946
27071,Koochiching County,Minnesota,7.7,0.3668
27073,Lac Qui Parle County,Minnesota,7.3,0.0458
27075,Lake County,Minnesota,7.8,0.1213
27077,Lake Of The Woods County,Minnesota,6.4,0.1449
27079,Le Sueur County,Minnesota,7.4,0.1178
27081,Lincoln County,Minnesota,6.4,0.0907
27083,Lyon County,Minnesota,7.7,0.1372
27087,Mahnomen County,Minnesota,9,0.8223
27089,Marshall County,Minnesota,7.8,0.1226
27091,Martin County,Minnesota,7.3,0.1592
27085,Mcleod County,Minnesota,7.1,0.0837
27093,Meeker County,Minnesota,9,0.1433
27095,Mille Lacs County,Minnesota,9,0.4008
27097,Morrison County,Minnesota,7.1,0.3133
27099,Mower County,Minnesota,7.9,0.3512
27101,Murray County,Minnesota,8.1,0.1057
27103,Nicollet County,Minnesota,7.5,0.0662
27105,Nobles County,Minnesota,7.6,0.5632
27107,Norman County,Minnesota,6.7,0.2534
27109,Olmsted County,Minnesota,6,0.0134
27111,Otter Tail County,Minnesota,6.6,0.1309
27113,Pennington County,Minnesota,6.2,0.1248
27115,Pine County,Minnesota,8.7,0.4849
27117,Pipestone County,Minnesota,8.8,0.2751
27119,Polk County,Minnesota,9,0.2149
27121,Pope County,Minnesota,7.3,0.0481
27123,Ramsey County,Minnesota,7.5,0.3098
27125,Red Lake County,Minnesota,6.8,0.2159
27127,Redwood County,Minnesota,8.3,0.2018
27129,Renville County,Minnesota,7.7,0.1964
27131,Rice County,Minnesota,6.7,0.226
27133,Rock County,Minnesota,6.4,0.2079
27135,Roseau County,Minnesota,6.7,0.1082
27139,Scott County,Minnesota,6.1,0.0105
27141,Sherburne County,Minnesota,7.6,0.0535
27143,Sibley County,Minnesota,7.1,0.2117
27137,St. Louis County,Minnesota,8.1,0.3031
27145,Stearns County,Minnesota,7.3,0.2069
27147,Steele County,Minnesota,6.4,0.1452
27149,Stevens County,Minnesota,7.6,0.2248
27151,Swift County,Minnesota,7.1,0.1439
27153,Todd County,Minnesota,7.9,0.44
27155,Traverse County,Minnesota,6.7,0.0599
27157,Wabasha County,Minnesota,5.9,0.0366
27159,Wadena County,Minnesota,7,0.4352
27161,Waseca County,Minnesota,5.6,0.1188
27163,Washington County,Minnesota,6.5,0.0089
27165,Watonwan County,Minnesota,7.4,0.2337
27167,Wilkin County,Minnesota,7.3,0.093
27169,Winona County,Minnesota,7.2,0.3734
27171,Wright County,Minnesota,6.7,0.0274
27173,Yellow Medicine County,Minnesota,6.8,0.1503
28001,Adams County,Mississippi,11,0.9128
28003,Alcorn County,Mississippi,9.2,0.872
28005,Amite County,Mississippi,11.2,0.972
28007,Attala County,Mississippi,10.1,0.9608
28009,Benton County,Mississippi,8.6,0.9287
28011,Bolivar County,Mississippi,11.9,0.9869
28013,Calhoun County,Mississippi,13.1,0.9322
28015,Carroll County,Mississippi,11.2,0.8873
28017,Chickasaw County,Mississippi,10.4,0.9631
28019,Choctaw County,Mississippi,9.8,0.9347
28021,Claiborne County,Mississippi,9.3,0.9854
28023,Clarke County,Mississippi,9.8,0.9217
28025,Clay County,Mississippi,13.2,0.9446
28027,Coahoma County,Mississippi,12.6,0.9847
28029,Copiah County,Mississippi,11.9,0.9421
28031,Covington County,Mississippi,10.7,0.9503
28033,Desoto County,Mississippi,9.9,0.2808
28035,Forrest County,Mississippi,11.1,0.8727
28037,Franklin County,Mississippi,9.8,0.7641
28039,George County,Mississippi,11.5,0.7217
28041,Greene County,Mississippi,10.8,0.8994
28043,Grenada County,Mississippi,11.1,0.8526
28045,Hancock County,Mississippi,9.7,0.6995
28047,Harrison County,Mississippi,11.4,0.6663
28049,Hinds County,Mississippi,12.2,0.7791
28051,Holmes County,Mississippi,13,0.999
28053,Humphreys County,Mississippi,11.5,1
28055,Issaquena County,Mississippi,9.1,0.9962
28057,Itawamba County,Mississippi,9.7,0.7698
28059,Jackson County,Mississippi,12,0.5135
28061,Jasper County,Mississippi,12.8,0.7523
28063,Jefferson County,Mississippi,11,0.9768
28065,Jefferson Davis County,Mississippi,11.9,0.971
28067,Jones County,Mississippi,12,0.7826
28069,Kemper County,Mississippi,9.9,0.9507
28071,Lafayette County,Mississippi,9.5,0.71
28073,Lamar County,Mississippi,9.6,0.311
28075,Lauderdale County,Mississippi,10.8,0.7552
28077,Lawrence County,Mississippi,11,0.7835
28079,Leake County,Mississippi,11.7,0.9602
28081,Lee County,Mississippi,11.4,0.5877
28083,Leflore County,Mississippi,12,0.9943
28085,Lincoln County,Mississippi,9.3,0.7345
28087,Lowndes County,Mississippi,13,0.8513
28089,Madison County,Mississippi,7.1,0.1401
28091,Marion County,Mississippi,10.9,0.9335
28093,Marshall County,Mississippi,10.9,0.8742
28095,Monroe County,Mississippi,9.6,0.8946
28097,Montgomery County,Mississippi,10.4,0.9179
28099,Neshoba County,Mississippi,11.4,0.8924
28101,Newton County,Mississippi,12.4,0.7323
28103,Noxubee County,Mississippi,12.1,0.9978
28105,Oktibbeha County,Mississippi,10.5,0.8351
28107,Panola County,Mississippi,11.7,0.9109
28109,Pearl River County,Mississippi,10,0.8243
28111,Perry County,Mississippi,9,0.8968
28113,Pike County,Mississippi,12.4,0.9048
28115,Pontotoc County,Mississippi,10.3,0.6794
28117,Prentiss County,Mississippi,9.8,0.9261
28119,Quitman County,Mississippi,10.8,0.9984
28121,Rankin County,Mississippi,9.8,0.1872
28123,Scott County,Mississippi,9.8,0.965
28125,Sharkey County,Mississippi,10,0.9796
28127,Simpson County,Mississippi,11.1,0.887
28129,Smith County,Mississippi,9.4,0.6304
28131,Stone County,Mississippi,10.4,0.7953
28133,Sunflower County,Mississippi,12.8,0.9981
28135,Tallahatchie County,Mississippi,12.1,0.9857
28137,Tate County,Mississippi,12.3,0.7182
28139,Tippah County,Mississippi,10.8,0.9389
28141,Tishomingo County,Mississippi,8.6,0.8395
28143,Tunica County,Mississippi,10.1,0.9634
28145,Union County,Mississippi,8.4,0.8841
28147,Walthall County,Mississippi,11.7,0.894
28149,Warren County,Mississippi,11.8,0.7052
28151,Washington County,Mississippi,11.7,0.9863
28153,Wayne County,Mississippi,10.1,0.9312
28155,Webster County,Mississippi,8.7,0.8424
28157,Wilkinson County,Mississippi,11.3,0.9669
28159,Winston County,Mississippi,9.9,0.9491
28161,Yalobusha County,Mississippi,12,0.7186
28163,Yazoo County,Mississippi,11.9,0.9911
29001,Adair County,Missouri,6.7,0.6469
29003,Andrew County,Missouri,6.5,0.1926
29005,Atchison County,Missouri,8.1,0.2136
29007,Audrain County,Missouri,9.1,0.6472
29009,Barry County,Missouri,6.6,0.8287
29011,Barton County,Missouri,7.9,0.6406
29013,Bates County,Missouri,7.6,0.689
29015,Benton County,Missouri,8.7,0.6934
29017,Bollinger County,Missouri,10.2,0.6555
29019,Boone County,Missouri,8,0.2719
29021,Buchanan County,Missouri,9.9,0.5606
29023,Butler County,Missouri,10.9,0.7654
29025,Caldwell County,Missouri,8.4,0.4343
29027,Callaway County,Missouri,9.9,0.4266
29029,Camden County,Missouri,7.5,0.503
29031,Cape Girardeau County,Missouri,9.9,0.4559
29033,Carroll County,Missouri,7.8,0.4629
29035,Carter County,Missouri,8.5,0.873
29037,Cass County,Missouri,8.6,0.1445
29039,Cedar County,Missouri,7.6,0.8481
29041,Chariton County,Missouri,7.7,0.5193
29043,Christian County,Missouri,7.1,0.2057
29045,Clark County,Missouri,8.5,0.4005
29047,Clay County,Missouri,7.6,0.106
29049,Clinton County,Missouri,7.6,0.2111
29051,Cole County,Missouri,9.3,0.2003
29053,Cooper County,Missouri,7.4,0.4594
29055,Crawford County,Missouri,7.6,0.8816
29057,Dade County,Missouri,7.5,0.6578
29059,Dallas County,Missouri,8.5,0.9198
29061,Daviess County,Missouri,7.9,0.5463
29063,Dekalb County,Missouri,10,0.5046
29065,Dent County,Missouri,9.6,0.8064
29067,Douglas County,Missouri,10.2,0.85
29069,Dunklin County,Missouri,11.6,0.914
29071,Franklin County,Missouri,9.1,0.3989
29073,Gasconade County,Missouri,7.3,0.5422
29075,Gentry County,Missouri,7.3,0.5259
29077,Greene County,Missouri,8.5,0.4492
29079,Grundy County,Missouri,7.3,0.5556
29081,Harrison County,Missouri,8.7,0.5626
29083,Henry County,Missouri,8.2,0.5654
29085,Hickory County,Missouri,7.6,0.8962
29087,Holt County,Missouri,7.1,0.242
29089,Howard County,Missouri,6.5,0.5014
29091,Howell County,Missouri,8.8,0.7574
29093,Iron County,Missouri,9,0.8701
29095,Jackson County,Missouri,10.5,0.4349
29097,Jasper County,Missouri,9.4,0.5724
29099,Jefferson County,Missouri,10.3,0.369
29101,Johnson County,Missouri,8.4,0.4763
29103,Knox County,Missouri,7.8,0.6052
29105,Laclede County,Missouri,7.6,0.772
29107,Lafayette County,Missouri,8.4,0.3518
29109,Lawrence County,Missouri,7.1,0.7093
29111,Lewis County,Missouri,7.1,0.4429
29113,Lincoln County,Missouri,9.6,0.6501
29115,Linn County,Missouri,8.7,0.5323
29117,Livingston County,Missouri,8.5,0.4336
29121,Macon County,Missouri,8.1,0.6364
29123,Madison County,Missouri,8.2,0.9172
29125,Maries County,Missouri,7.8,0.703
29127,Marion County,Missouri,9.5,0.5275
29119,Mcdonald County,Missouri,7.2,0.8268
29129,Mercer County,Missouri,8,0.588
29131,Miller County,Missouri,8.2,0.7654
29133,Mississippi County,Missouri,10.1,0.9841
29135,Moniteau County,Missouri,7.8,0.5358
29137,Monroe County,Missouri,7.1,0.4378
29139,Montgomery County,Missouri,8.5,0.7498
29141,Morgan County,Missouri,7.5,0.8943
29143,New Madrid County,Missouri,9.1,0.8341
29145,Newton County,Missouri,8.2,0.4747
29147,Nodaway County,Missouri,8.1,0.6055
29149,Oregon County,Missouri,7.3,0.8535
29151,Osage County,Missouri,8.3,0.1773
29153,Ozark County,Missouri,8.3,0.8599
29155,Pemiscot County,Missouri,12.9,0.9395
29157,Perry County,Missouri,7.1,0.3114
29159,Pettis County,Missouri,9,0.6189
29161,Phelps County,Missouri,9.1,0.6039
29163,Pike County,Missouri,10.6,0.6632
29165,Platte County,Missouri,8.9,0.0226
29167,Polk County,Missouri,8.4,0.767
29169,Pulaski County,Missouri,8,0.5973
29171,Putnam County,Missouri,8.1,0.5209
29173,Ralls County,Missouri,7.4,0.2576
29175,Randolph County,Missouri,9.8,0.7046
29177,Ray County,Missouri,9.1,0.4683
29179,Reynolds County,Missouri,7.8,0.9354
29181,Ripley County,Missouri,8.7,0.9519
29195,Saline County,Missouri,8.5,0.623
29197,Schuyler County,Missouri,7.5,0.7545
29199,Scotland County,Missouri,6.9,0.5212
29201,Scott County,Missouri,11.9,0.6819
29203,Shannon County,Missouri,8.5,0.8239
29205,Shelby County,Missouri,6.3,0.4826
29183,St. Charles County,Missouri,6.6,0.0325
29185,St. Clair County,Missouri,7.5,0.8386
29187,St. Francois County,Missouri,9.2,0.7905
29510,St. Louis City,Missouri,11.6,0.8125
29189,St. Louis County,Missouri,9.8,0.1356
29186,Ste. Genevieve County,Missouri,8.6,0.425
29207,Stoddard County,Missouri,10.3,0.5969
29209,Stone County,Missouri,6.7,0.6428
29211,Sullivan County,Missouri,9.3,0.5753
29213,Taney County,Missouri,8.2,0.7749
29215,Texas County,Missouri,9.7,0.7682
29217,Vernon County,Missouri,8.6,0.5603
29219,Warren County,Missouri,8,0.5164
29221,Washington County,Missouri,8.9,0.9656
29223,Wayne County,Missouri,8.9,0.8656
29225,Webster County,Missouri,7.8,0.5896
29227,Worth County,Missouri,6.6,0.2923
29229,Wright County,Missouri,8.1,0.8819
30001,Beaverhead County,Montana,6.3,0.2381
30003,Big Horn County,Montana,10.7,0.928
30005,Blaine County,Montana,9.3,0.8169
30007,Broadwater County,Montana,6.7,0.0987
30009,Carbon County,Montana,6.1,0.0735
30011,Carter County,Montana,6.4,0.0525
30013,Cascade County,Montana,7.6,0.2372
30015,Chouteau County,Montana,7.2,0.3744
30017,Custer County,Montana,7.9,0.1971
30019,Daniels County,Montana,7.4,0.006
30021,Dawson County,Montana,6.5,0.1579
30023,Deer Lodge County,Montana,8.4,0.4167
30025,Fallon County,Montana,6.9,0.0092
30027,Fergus County,Montana,6.6,0.0751
30029,Flathead County,Montana,5.9,0.2601
30031,Gallatin County,Montana,4.7,0.1321
30033,Garfield County,Montana,6.7,0.0519
30035,Glacier County,Montana,12.8,0.9274
30037,Golden Valley County,Montana,7.2,0.3996
30039,Granite County,Montana,7.8,0.333
30041,Hill County,Montana,9.6,0.3776
30043,Jefferson County,Montana,6.4,0.0497
30045,Judith Basin County,Montana,6,0.1162
30047,Lake County,Montana,7.9,0.6393
30049,Lewis And Clark County,Montana,6.9,0.0821
30051,Liberty County,Montana,7.9,0.4524
30053,Lincoln County,Montana,8.3,0.6358
30057,Madison County,Montana,6.1,0.0306
30055,Mccone County,Montana,5.8,0.0156
30059,Meagher County,Montana,5.9,0.3477
30061,Mineral County,Montana,6.8,0.716
30063,Missoula County,Montana,6.3,0.3101
30065,Musselshell County,Montana,7.4,0.3053
30067,Park County,Montana,6.4,0.1955
30069,Petroleum County,Montana,7.4,0.1948
30071,Phillips County,Montana,7.1,0.2674
30073,Pondera County,Montana,8.2,0.4995
30075,Powder River County,Montana,5.8,0.0764
30077,Powell County,Montana,8.7,0.3483
30079,Prairie County,Montana,6.7,0.5638
30081,Ravalli County,Montana,5.3,0.5132
30083,Richland County,Montana,6.8,0.0882
30085,Roosevelt County,Montana,10.6,0.6858
30087,Rosebud County,Montana,8.8,0.6074
30089,Sanders County,Montana,7.6,0.7469
30091,Sheridan County,Montana,6.3,0.0716
30093,Silver Bow County,Montana,7.2,0.4368
30095,Stillwater County,Montana,5.9,0.0331
30097,Sweet Grass County,Montana,6.9,0.1519
30099,Teton County,Montana,6.8,0.2353
30101,Toole County,Montana,6.4,0.3846
30103,Treasure County,Montana,6.6,0.3572
30105,Valley County,Montana,8.3,0.1407
30107,Wheatland County,Montana,8.7,0.5279
30109,Wibaux County,Montana,7.2,0.3206
30111,Yellowstone County,Montana,7.4,0.0996
31001,Adams County,Nebraska,8.1,0.1942
31003,Antelope County,Nebraska,7,0.1245
31005,Arthur County,Nebraska,5.8,0.1945
31007,Banner County,Nebraska,7.1,0.1729
31009,Blaine County,Nebraska,7,0.1987
31011,Boone County,Nebraska,6.7,0.0923
31013,Box Butte County,Nebraska,8.5,0.3257
31015,Boyd County,Nebraska,9.3,0.1783
31017,Brown County,Nebraska,6.4,0.2687
31019,Buffalo County,Nebraska,6.3,0.1429
31021,Burt County,Nebraska,6.6,0.1219
31023,Butler County,Nebraska,6.6,0.1032
31025,Cass County,Nebraska,6.6,0.0115
31027,Cedar County,Nebraska,6.2,0.0653
31029,Chase County,Nebraska,7.3,0.0895
31031,Cherry County,Nebraska,5.9,0.163
31033,Cheyenne County,Nebraska,5.7,0.0659
31035,Clay County,Nebraska,7.1,0.1882
31037,Colfax County,Nebraska,7.4,0.5677
31039,Cuming County,Nebraska,6.6,0.1933
31041,Custer County,Nebraska,8.1,0.0955
31043,Dakota County,Nebraska,9.8,0.6775
31045,Dawes County,Nebraska,7.4,0.2614
31047,Dawson County,Nebraska,8.6,0.5622
31049,Deuel County,Nebraska,7.9,0.1273
31051,Dixon County,Nebraska,7.2,0.2779
31053,Dodge County,Nebraska,8.6,0.3034
31055,Douglas County,Nebraska,8.4,0.2451
31057,Dundy County,Nebraska,7.1,0.0379
31059,Fillmore County,Nebraska,7,0.0385
31061,Franklin County,Nebraska,6,0.1735
31063,Frontier County,Nebraska,7.2,0.1184
31065,Furnas County,Nebraska,9.1,0.3515
31067,Gage County,Nebraska,7.6,0.1936
31069,Garden County,Nebraska,6.6,0.0627
31071,Garfield County,Nebraska,6,0.2146
31073,Gosper County,Nebraska,7,0.1267
31075,Grant County,Nebraska,6.7,0.2264
31077,Greeley County,Nebraska,6.6,0.1525
31079,Hall County,Nebraska,8.2,0.4655
31081,Hamilton County,Nebraska,6,0.0181
31083,Harlan County,Nebraska,7.3,0.1706
31085,Hayes County,Nebraska,7.1,0.1528
31087,Hitchcock County,Nebraska,7,0.2388
31089,Holt County,Nebraska,7.5,0.1261
31091,Hooker County,Nebraska,8.3,0.2448
31093,Howard County,Nebraska,6.7,0.0958
31095,Jefferson County,Nebraska,7.7,0.2776
31097,Johnson County,Nebraska,8.1,0.3362
31099,Kearney County,Nebraska,7.3,0.0799
31101,Keith County,Nebraska,6.9,0.107
31103,Keya Paha County,Nebraska,6.8,0.1238
31105,Kimball County,Nebraska,7.9,0.3295
31107,Knox County,Nebraska,6.7,0.2073
31109,Lancaster County,Nebraska,7.2,0.1824
31111,Lincoln County,Nebraska,8.7,0.1433
